

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
1129.378  000.098  000.098: sourcing /Users/yasser/.config/nvim/vimscript/ctrls.vim
1129.610  000.219  000.219: require('yasser.lsp')
1129.984  000.142  000.142: require('lspconfig.util')
1129.986  000.241  000.099: require('lspconfig.configs')
1129.987  000.315  000.074: require('lspconfig')
1130.048  000.059  000.059: require('lspconfig.server_configurations.pyright')
1130.191  000.580  000.206: require('yasser.lsp.settings.python-ls')
1130.193  1093.143  001.175: sourcing /Users/yasser/.config/nvim/init.lua
1130.207  026.643: sourcing vimrc file(s)
1131.257  000.146  000.146: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/LuaSnip/ftdetect/snippets.vim
1131.858  000.144  000.144: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-fugitive/ftdetect/fugitive.vim
1132.384  001.611  001.321: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/filetype.lua
1132.786  000.274  000.274: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/filetype.vim
1133.701  000.152  000.152: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/syntax/synload.vim
1133.790  000.787  000.635: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/syntax/syntax.vim
1136.273  000.217  000.217: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/gzip.vim
1136.486  000.107  000.107: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/health.vim
1137.793  000.504  000.504: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/matchit/plugin/matchit.vim
1138.656  000.038  000.038: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/pack/dist/opt/matchit/plugin/matchit.vim
1138.767  002.182  001.640: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/matchit.vim
1138.979  000.114  000.114: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/matchparen.vim
1139.117  000.040  000.040: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/netrwPlugin.vim
1143.101  000.246  000.246: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/autoload/remote/host.vim
1143.701  000.246  000.246: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/autoload/remote/define.vim
1143.750  004.328  003.836: sourcing /Users/yasser/.local/share/nvim/rplugin.vim
1143.757  004.545  000.217: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/rplugin.vim
1143.921  000.072  000.072: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/shada.vim
1144.052  000.040  000.040: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/spellfile.vim
1144.234  000.090  000.090: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/tarPlugin.vim
1144.418  000.078  000.078: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/tohtml.vim
1144.544  000.035  000.035: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/tutor.vim
1144.729  000.093  000.093: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/zipPlugin.vim
1145.323  000.052  000.052: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/man.lua
1145.350  004.805: loading rtp plugins
1147.711  000.447  000.447: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/ctrlsf.vim/plugin/ctrlsf.vim
1148.288  000.246  000.246: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/far.vim/plugin/far.vim
1149.035  000.140  000.140: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/formatter.nvim/plugin/formatter.vim
1149.583  000.013  000.013: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/fzf-lua/plugin/fzf-lua.vim
1150.752  000.106  000.106: require('indent_blankline/utils')
1150.754  000.251  000.145: require('indent_blankline')
1150.900  000.050  000.050: require('indent_blankline.commands')
1150.935  000.686  000.385: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/indent-blankline.nvim/plugin/indent_blankline.vim
1151.560  000.159  000.159: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/indent-motion/plugin/indent-motion.vim
1152.306  000.226  000.226: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/lspsaga.nvim/plugin/lspsaga.vim
1153.091  000.359  000.359: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/LuaSnip/plugin/luasnip.vim
1153.896  000.072  000.072: require('mason-tool-installer')
1153.907  000.111  000.038: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/mason-tool-installer.nvim/plugin/mason-tool-installer.lua
1154.185  000.016  000.016: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/matchit/plugin/matchit.vim
1154.877  000.057  000.057: require('cmp.utils.highlight')
1155.074  000.298  000.241: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-cmp/plugin/cmp.lua
1155.766  000.127  000.127: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-transparent/plugin/transparent.vim
1156.491  000.257  000.257: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
1157.095  000.054  000.054: require('nvim-treesitter-textobjects')
1157.573  000.119  000.119: require('nvim-treesitter.textobjects.shared')
1157.577  000.192  000.073: require('nvim-treesitter.textobjects.select')
1157.719  000.070  000.070: require('nvim-treesitter.textobjects.attach')
1157.722  000.133  000.063: require('nvim-treesitter.textobjects.move')
1157.805  000.049  000.049: require('nvim-treesitter.textobjects.swap')
1157.869  000.052  000.052: require('nvim-treesitter.textobjects.lsp_interop')
1157.877  000.968  000.488: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-treesitter-textobjects/plugin/nvim-treesitter-textobjects.vim
1158.826  000.065  000.065: require('nvim-ts-autotag._log')
1158.828  000.117  000.052: require('nvim-ts-autotag.utils')
1158.834  000.248  000.131: require('nvim-ts-autotag.internal')
1158.835  000.302  000.055: require('nvim-ts-autotag')
1158.992  000.580  000.277: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-ts-autotag/plugin/nvim-ts-autotag.vim
1159.648  000.043  000.043: require('ts_context_commentstring')
1159.728  000.240  000.198: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-ts-context-commentstring/plugin/ts_context_commentstring.vim
1160.423  000.112  000.112: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
1161.187  000.140  000.140: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
1161.863  000.135  000.135: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/popfix/plugin/popfix.vim
1162.611  000.249  000.249: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/tabular/plugin/Tabular.vim
1163.881  000.196  000.196: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
1164.419  000.220  000.220: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/undotree/plugin/undotree.vim
1165.514  000.661  000.661: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-abolish/plugin/abolish.vim
1165.931  000.080  000.080: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-bbye/plugin/bbye.vim
1166.825  000.461  000.461: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-better-whitespace/plugin/better-whitespace.vim
1168.182  000.782  000.782: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-dispatch/plugin/dispatch.vim
1169.187  000.527  000.527: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-eunuch/plugin/eunuch.vim
1169.759  000.157  000.157: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-fetch/plugin/fetch.vim
1170.645  000.353  000.353: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-floaterm/plugin/floaterm.vim
1171.840  000.872  000.872: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-fugitive/plugin/fugitive.vim
1172.495  000.198  000.198: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-indent-object/plugin/indent-object.vim
1173.815  000.257  000.257: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup/unmatchit.vim
1174.095  000.009  000.009: sourcing /opt/homebrew/Cellar/neovim/0.8.1/share/nvim/runtime/plugin/matchparen.vim
1174.879  000.452  000.452: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup.vim
1175.733  000.288  000.288: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup/perf.vim
1176.646  000.085  000.085: require('treesitter-matchup')
1176.942  000.672  000.587: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup/loader.vim
1178.164  000.773  000.773: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup/matchparen.vim
1178.711  005.635  003.184: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/plugin/matchup.vim
1179.564  000.183  000.183: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-rhubarb/plugin/rhubarb.vim
1180.517  000.230  000.230: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-rooter/plugin/rooter.vim
1181.421  000.194  000.194: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-searchlight/plugin/searchlight.vim
1183.093  000.888  000.888: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-sneak/plugin/sneak.vim
1183.924  000.168  000.168: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-snippets/plugin/vimsnippets.vim
1185.213  000.470  000.470: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-surround/plugin/surround.vim
1186.196  000.437  000.437: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-table-mode/plugin/table-mode.vim
1190.134  003.204  003.204: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-unimpaired/plugin/unimpaired.vim
1190.948  000.183  000.183: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-zoom/plugin/zoom.vim
1191.855  000.158  000.158: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/which-key.nvim/plugin/which-key.vim
1192.044  024.931: loading packages
1195.274  000.161  000.161: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/ctrlsf.vim/after/plugin/ctrlsf.vim
1196.745  000.299  000.299: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/tabular/autoload/tabular.vim
1197.606  001.812  001.513: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/tabular/after/plugin/TabularMaps.vim
1198.024  000.015  000.015: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/after/plugin/matchit.vim
1198.658  000.055  000.055: require('cmp_buffer.timer')
1198.661  000.123  000.067: require('cmp_buffer.buffer')
1198.663  000.217  000.094: require('cmp_buffer.source')
1198.664  000.302  000.085: require('cmp_buffer')
1198.708  000.380  000.078: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
1199.117  000.081  000.081: require('cmp_calc')
1199.130  000.124  000.043: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-calc/after/plugin/cmp_calc.lua
1199.566  000.123  000.123: require('cmp_cmdline')
1199.575  000.161  000.038: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
1199.955  000.068  000.068: require('cmp_emoji')
1199.964  000.107  000.040: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-emoji/after/plugin/cmp_emoji.lua
1200.369  000.074  000.074: require('cmp_look')
1200.376  000.135  000.061: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-look/after/plugin/cmp_look.lua
1200.807  000.051  000.051: require('cmp_nvim_lsp.source')
1200.809  000.109  000.058: require('cmp_nvim_lsp')
1200.818  000.155  000.046: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
1201.194  000.061  000.061: require('cmp_nvim_lua')
1201.203  000.106  000.045: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-nvim-lua/after/plugin/cmp_nvim_lua.lua
1201.632  000.091  000.091: require('cmp_path')
1201.648  000.161  000.070: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
1202.043  000.049  000.049: require('cmp-spell')
1202.052  000.082  000.033: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp-spell/after/plugin/cmp-spell.lua
1202.442  000.077  000.077: require('cmp_luasnip')
1202.458  000.121  000.043: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
1202.684  007.121: loading after plugins
1202.691  000.007: inits 3
1204.991  002.300: reading ShaDa
1205.381  000.108  000.108: require('nvim-treesitter.indent')
1206.505  000.227  000.227: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup/ts_engine.vim
1206.714  000.108  000.108: require('treesitter-matchup.third-party.query')
1206.765  000.049  000.049: require('treesitter-matchup.third-party.lru')
1206.807  000.041  000.041: require('treesitter-matchup.util')
1206.814  000.285  000.087: require('treesitter-matchup.internal')
1207.701  000.172  000.172: sourcing /Users/yasser/.local/share/nvim/site/pack/packer/start/vim-matchup/autoload/matchup/re.vim
1207.842  002.060: opening buffers
1208.014  000.068  000.068: require('bufferline.state')
1208.180  000.271: BufEnter autocommands
1208.183  000.002: editing files in windows
1209.003  000.042  000.042: require('neoclip.linked_list')
1209.006  000.083  000.041: require('neoclip.sorted_set')
1209.013  000.131  000.048: require('neoclip.storage')
1209.015  000.195  000.064: require('neoclip.handlers')
1224.140  000.132  000.132: require('gitsigns.current_line_blame')
